Manifesto de Ficheiros do Bucket 'R2:bia-portfolio-assets'
Gerado em: Thu Jul 17 20:48:16 WEST 2025
----------------------------------------------------
2025-07-17 20:48:16	        -1	Apresentações
2025-07-17 20:48:16	        -1	Capas
2025-07-17 20:48:16	        -1	Designs
2025-07-17 20:48:16	        -1	Fotografias
2025-07-17 20:48:16	        -1	Melhores
2025-07-17 20:48:16	        -1	Thumbnails
2025-07-17 20:48:16	        -1	Vídeos
2025-07-17 20:47:04	  12452265	Vídeos/É com muito orgulho que apresentamos a nossa parceria com a melhor barbearia de loures e arredor.mp4
2025-07-17 20:46:38	      5604	Thumbnails/É com muito orgulho que apresentamos a nossa parceria com a melhor barbearia de loures e arredor.jpg
2025-07-17 20:46:33	   1173743	Vídeos/highlights - 18057588424859151.mp4
2025-07-17 20:46:30	     25043	Thumbnails/highlights - 18057588424859151.jpg
2025-07-17 20:46:26	    144538	Vídeos/highlights - 18026883509390937.mp4
2025-07-17 20:46:23	    111059	Thumbnails/highlights - 18026883509390937.jpg
2025-07-17 20:46:19	   1073801	Vídeos/highlights - 17941463183908702.mp4
2025-07-17 20:46:14	     99003	Thumbnails/highlights - 17941463183908702.jpg
2025-07-17 20:46:11	     52731	Vídeos/highlights - 17875946589196602.mp4
2025-07-17 20:46:08	     60226	Thumbnails/highlights - 17875946589196602.jpg
2025-07-17 20:46:05	    619728	Vídeos/highlights - 17869451268147253.mp4
2025-07-17 20:46:02	     25504	Thumbnails/highlights - 17869451268147253.jpg
2025-07-17 20:45:58	   2580749	Vídeos/Tens mais de 16 anos e não sabes onde ir quinta à noite A Lista V tem a melhor solução para ti! .mp4
2025-07-17 20:45:54	     20691	Thumbnails/Tens mais de 16 anos e não sabes onde ir quinta à noite A Lista V tem a melhor solução para ti! .jpg
2025-07-17 20:45:49	   3338587	Vídeos/SnapInsta.to_AQNAQdz8jImZ2eL_4yfAXv2Nqzn9-auP2iuGGOizYB4IcG8HFMX2I2hukfLfJhpB6JII-PoXxcfEBDDG3eF4ejsOccFHZUK7H6N8rio.mp4
2025-07-17 20:45:44	     21505	Thumbnails/SnapInsta.to_AQNAQdz8jImZ2eL_4yfAXv2Nqzn9-auP2iuGGOizYB4IcG8HFMX2I2hukfLfJhpB6JII-PoXxcfEBDDG3eF4ejsOccFHZUK7H6N8rio.jpg
2025-07-17 20:45:38	  20523200	Vídeos/Estudantes, atenção! Se estão na zona da Expo e a precisar de uma pausa, o PEPE TACO.mp4
2025-07-17 20:45:00	      5606	Thumbnails/Estudantes, atenção! Se estão na zona da Expo e a precisar de uma pausa, o PEPE TACO.jpg
2025-07-17 20:44:54	  18482161	Vídeos/Este foi o nosso dia da campanha de hoje. Preparem-se para amanhã 🔥LISTA V- SOMOS A TUA VOZ🧡🖖.mp4
2025-07-17 20:44:29	    174925	Thumbnails/Este foi o nosso dia da campanha de hoje. Preparem-se para amanhã 🔥LISTA V- SOMOS A TUA VOZ🧡🖖.jpg
2025-07-17 20:44:23	  16222454	Vídeos/E foi assim que terminámos o nosso último dia de campanha.mp4
2025-07-17 20:44:03	    125706	Thumbnails/E foi assim que terminámos o nosso último dia de campanha.jpg
2025-07-17 20:43:59	    906571	Vídeos/Design_sem_nome_1.mp4
2025-07-17 20:43:53	    120825	Thumbnails/Design_sem_nome_1.jpg
2025-07-17 20:43:48	  26826832	Vídeos/Design sem nome.mp4
2025-07-17 20:42:48	    104160	Thumbnails/Design sem nome.jpg
